instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,temperatura,sensacionTermica,humedad,velViento
4469,2011-07-10,3,7,2,0,0,0,1,28,68,96,28.0,32.0,69.0,6.0
4470,2011-07-10,3,7,3,0,0,0,1,6,19,25,27.0,31.0,74.0,6.0
4471,2011-07-10,3,7,4,0,0,0,1,0,5,5,27.0,31.0,69.0,6.0
4472,2011-07-10,3,7,5,0,0,0,1,7,10,17,27.0,31.0,74.0,0.0
4473,2011-07-10,3,7,6,0,0,0,1,8,17,25,26.0,30.0,78.0,6.0
4474,2011-07-10,3,7,7,0,0,0,1,27,38,65,29.0,33.0,70.0,6.0
4475,2011-07-10,3,7,8,0,0,0,1,27,65,92,30.0,34.0,66.0,0.0
4476,2011-07-10,3,7,9,0,0,0,1,62,107,169,30.0,35.0,66.0,6.0
4477,2011-07-10,3,7,10,0,0,0,1,95,173,268,31.0,35.0,55.0,9.0
4478,2011-07-10,3,7,11,0,0,0,1,110,177,287,32.0,36.0,55.0,13.0
4479,2011-07-10,3,7,12,0,0,0,1,133,244,377,34.0,38.0,46.0,19.0
4480,2011-07-10,3,7,13,0,0,0,1,139,228,367,33.0,36.0,46.0,20.0
4481,2011-07-10,3,7,14,0,0,0,1,122,227,349,34.0,37.0,41.0,22.0
4482,2011-07-10,3,7,15,0,0,0,1,142,219,361,34.0,37.0,39.0,19.0
4483,2011-07-10,3,7,16,0,0,0,1,128,244,372,34.0,38.0,41.0,19.0
4484,2011-07-10,3,7,17,0,0,0,1,146,217,363,34.0,37.0,36.0,15.0
4485,2011-07-10,3,7,18,0,0,0,1,141,222,363,34.0,37.0,43.0,19.0
4486,2011-07-10,3,7,19,0,0,0,1,120,183,303,33.0,37.0,49.0,22.0
4487,2011-07-10,3,7,20,0,0,0,1,101,167,268,31.0,35.0,55.0,13.0
4488,2011-07-10,3,7,21,0,0,0,1,65,162,227,30.0,34.0,62.0,17.0
4489,2011-07-10,3,7,22,0,0,0,1,56,87,143,30.0,35.0,66.0,15.0
4490,2011-07-10,3,7,23,0,0,0,1,19,53,72,30.0,34.0,66.0,17.0
4491,2011-07-11,3,7,0,0,1,1,1,10,25,35,29.0,33.0,65.0,13.0
4492,2011-07-11,3,7,1,0,1,1,1,5,5,10,29.0,33.0,61.0,19.0
4493,2011-07-11,3,7,2,0,1,1,1,8,4,12,29.0,33.0,61.0,15.0
4494,2011-07-11,3,7,3,0,1,1,1,2,8,10,28.0,32.0,65.0,11.0
4495,2011-07-11,3,7,4,0,1,1,1,0,4,4,27.0,31.0,74.0,15.0
4496,2011-07-11,3,7,5,0,1,1,1,5,21,26,27.0,31.0,74.0,9.0
4497,2011-07-11,3,7,6,0,1,1,1,19,102,121,28.0,32.0,74.0,13.0
4498,2011-07-11,3,7,7,0,1,1,1,28,289,317,29.0,33.0,74.0,17.0
4499,2011-07-11,3,7,8,0,1,1,1,35,385,420,30.0,35.0,66.0,19.0
4500,2011-07-11,3,7,9,0,1,1,1,41,167,208,32.0,37.0,59.0,20.0
4501,2011-07-11,3,7,10,0,1,1,1,44,73,117,33.0,38.0,55.0,24.0
4502,2011-07-11,3,7,11,0,1,1,1,39,89,128,34.0,39.0,56.0,20.0
4503,2011-07-11,3,7,12,0,1,1,1,40,108,148,34.0,40.0,53.0,19.0
4504,2011-07-11,3,7,13,0,1,1,1,22,119,141,35.0,41.0,50.0,17.0
4505,2011-07-11,3,7,14,0,1,1,1,40,94,134,35.0,42.0,53.0,19.0
4506,2011-07-11,3,7,15,0,1,1,1,38,108,146,35.0,42.0,56.0,28.0
4507,2011-07-11,3,7,16,0,1,1,1,57,182,239,35.0,42.0,56.0,26.0
4508,2011-07-11,3,7,17,0,1,1,1,59,455,514,35.0,42.0,56.0,28.0
4509,2011-07-11,3,7,18,0,1,1,1,57,415,472,35.0,42.0,53.0,26.0
4510,2011-07-11,3,7,19,0,1,1,1,80,293,373,34.0,42.0,59.0,22.0
4511,2011-07-11,3,7,20,0,1,1,1,42,194,236,30.0,35.0,74.0,28.0
4512,2011-07-11,3,7,21,0,1,1,1,21,109,130,29.0,33.0,79.0,28.0
4513,2011-07-11,3,7,22,0,1,1,1,20,70,90,30.0,35.0,74.0,9.0
4514,2011-07-11,3,7,23,0,1,1,1,11,44,55,29.0,33.0,79.0,9.0
4515,2011-07-12,3,7,0,0,2,1,1,3,19,22,29.0,33.0,79.0,9.0
4516,2011-07-12,3,7,1,0,2,1,1,6,8,14,29.0,33.0,79.0,6.0
4517,2011-07-12,3,7,2,0,2,1,1,2,7,9,29.0,33.0,79.0,7.0
4518,2011-07-12,3,7,3,0,2,1,2,2,6,8,29.0,33.0,79.0,0.0
4519,2011-07-12,3,7,4,0,2,1,1,0,6,6,29.0,33.0,79.0,11.0
4520,2011-07-12,3,7,5,0,2,1,1,4,21,25,29.0,33.0,79.0,6.0
4521,2011-07-12,3,7,6,0,2,1,1,13,102,115,30.0,34.0,58.0,15.0
4522,2011-07-12,3,7,7,0,2,1,1,29,301,330,31.0,35.0,55.0,13.0
4523,2011-07-12,3,7,8,0,2,1,1,35,382,417,31.0,36.0,58.0,15.0
4524,2011-07-12,3,7,9,0,2,1,1,27,149,176,32.0,36.0,55.0,33.0
4525,2011-07-12,3,7,10,0,2,1,1,38,85,123,34.0,39.0,52.0,11.0
4526,2011-07-12,3,7,11,0,2,1,1,39,86,125,34.0,39.0,52.0,11.0
4527,2011-07-12,3,7,12,0,2,1,1,38,125,163,35.0,39.0,44.0,20.0
4528,2011-07-12,3,7,13,0,2,1,1,32,104,136,35.0,40.0,47.0,15.0
4529,2011-07-12,3,7,14,0,2,1,1,33,91,124,37.0,42.0,42.0,20.0
4530,2011-07-12,3,7,15,0,2,1,1,37,111,148,37.0,42.0,42.0,24.0
4531,2011-07-12,3,7,16,0,2,1,1,25,177,202,35.0,39.0,44.0,19.0
4532,2011-07-12,3,7,17,0,2,1,1,48,380,428,36.0,41.0,44.0,19.0
4533,2011-07-12,3,7,18,0,2,1,1,39,472,511,35.0,40.0,47.0,20.0
4534,2011-07-12,3,7,19,0,2,1,1,42,295,337,34.0,38.0,44.0,19.0
4535,2011-07-12,3,7,20,0,2,1,1,57,251,308,34.0,37.0,43.0,13.0
4536,2011-07-12,3,7,21,0,2,1,1,49,209,258,34.0,37.0,43.0,7.0
4537,2011-07-12,3,7,22,0,2,1,1,44,150,194,33.0,36.0,46.0,9.0
4538,2011-07-12,3,7,23,0,2,1,1,20,59,79,32.0,36.0,52.0,0.0
4539,2011-07-13,3,7,0,0,3,1,1,9,37,46,31.0,36.0,62.0,0.0
4540,2011-07-13,3,7,1,0,3,1,1,1,11,12,31.0,35.0,55.0,0.0
4541,2011-07-13,3,7,2,0,3,1,1,2,3,5,31.0,35.0,55.0,0.0
4542,2011-07-13,3,7,3,0,3,1,1,0,4,4,30.0,34.0,58.0,13.0
4543,2011-07-13,3,7,4,0,3,1,1,0,5,5,30.0,34.0,58.0,17.0
4544,2011-07-13,3,7,5,0,3,1,1,4,22,26,30.0,34.0,58.0,13.0
4545,2011-07-13,3,7,6,0,3,1,1,18,103,121,30.0,34.0,58.0,11.0
4546,2011-07-13,3,7,7,0,3,1,1,32,281,313,31.0,35.0,55.0,17.0
4547,2011-07-13,3,7,8,0,3,1,1,31,418,449,33.0,37.0,49.0,17.0
4548,2011-07-13,3,7,9,0,3,1,1,23,163,186,34.0,37.0,41.0,13.0
4549,2011-07-13,3,7,10,0,3,1,1,33,80,113,34.0,38.0,46.0,13.0
4550,2011-07-13,3,7,11,0,3,1,1,55,110,165,34.0,37.0,39.0,11.0
4551,2011-07-13,3,7,12,0,3,1,1,40,134,174,34.0,38.0,41.0,19.0
4552,2011-07-13,3,7,13,0,3,1,3,39,119,158,34.0,38.0,46.0,9.0
4553,2011-07-13,3,7,14,0,3,1,3,27,89,116,34.0,38.0,46.0,9.0
4554,2011-07-13,3,7,15,0,3,1,3,13,33,46,26.0,28.0,94.0,9.0
4555,2011-07-13,3,7,16,0,3,1,2,23,118,141,27.0,30.0,89.0,0.0
4556,2011-07-13,3,7,17,0,3,1,1,70,418,488,29.0,33.0,79.0,0.0
4557,2011-07-13,3,7,18,0,3,1,1,51,412,463,30.0,35.0,79.0,9.0
4558,2011-07-13,3,7,19,0,3,1,1,79,340,419,29.0,33.0,79.0,7.0
4559,2011-07-13,3,7,20,0,3,1,1,61,281,342,29.0,33.0,84.0,11.0
4560,2011-07-13,3,7,21,0,3,1,1,56,194,250,29.0,33.0,79.0,7.0
4561,2011-07-13,3,7,22,0,3,1,1,48,136,184,28.0,32.0,83.0,13.0
4562,2011-07-13,3,7,23,0,3,1,1,33,83,116,27.0,30.0,83.0,17.0
4563,2011-07-14,3,7,0,0,4,1,1,14,32,46,27.0,31.0,69.0,20.0
4564,2011-07-14,3,7,1,0,4,1,1,4,21,25,27.0,31.0,61.0,17.0
4565,2011-07-14,3,7,2,0,4,1,1,3,7,10,26.0,31.0,57.0,20.0
4566,2011-07-14,3,7,3,0,4,1,1,1,5,6,25.0,31.0,57.0,20.0
4567,2011-07-14,3,7,4,0,4,1,1,0,6,6,25.0,31.0,53.0,17.0
4568,2011-07-14,3,7,5,0,4,1,1,6,22,28,25.0,31.0,56.0,15.0
4569,2011-07-14,3,7,6,0,4,1,1,14,116,130,25.0,30.0,60.0,15.0
4570,2011-07-14,3,7,7,0,4,1,1,23,311,334,25.0,31.0,53.0,17.0
4571,2011-07-14,3,7,8,0,4,1,1,53,433,486,26.0,31.0,50.0,24.0
4572,2011-07-14,3,7,9,0,4,1,1,29,195,224,28.0,32.0,47.0,19.0
4573,2011-07-14,3,7,10,0,4,1,1,32,95,127,29.0,32.0,42.0,17.0
4574,2011-07-14,3,7,11,0,4,1,1,38,110,148,30.0,33.0,37.0,15.0
4575,2011-07-14,3,7,12,0,4,1,1,51,172,223,30.0,33.0,35.0,17.0
4576,2011-07-14,3,7,13,0,4,1,1,39,138,177,31.0,33.0,33.0,22.0
4577,2011-07-14,3,7,14,0,4,1,1,49,129,178,30.0,33.0,35.0,19.0
4578,2011-07-14,3,7,15,0,4,1,1,42,138,180,31.0,33.0,33.0,20.0
4579,2011-07-14,3,7,16,0,4,1,1,43,231,274,31.0,33.0,33.0,9.0
4580,2011-07-14,3,7,17,0,4,1,1,78,517,595,30.0,33.0,37.0,9.0
4581,2011-07-14,3,7,18,0,4,1,1,94,484,578,30.0,33.0,42.0,13.0
4582,2011-07-14,3,7,19,0,4,1,1,67,333,400,30.0,33.0,39.0,15.0
4583,2011-07-14,3,7,20,0,4,1,1,81,267,348,29.0,32.0,42.0,15.0
4584,2011-07-14,3,7,21,0,4,1,1,58,203,261,27.0,31.0,50.0,9.0
4585,2011-07-14,3,7,22,0,4,1,1,42,134,176,26.0,31.0,57.0,6.0
4586,2011-07-14,3,7,23,0,4,1,1,27,97,124,26.0,30.0,65.0,17.0
4587,2011-07-15,3,7,0,0,5,1,1,23,57,80,25.0,30.0,73.0,15.0
4588,2011-07-15,3,7,1,0,5,1,1,7,13,20,25.0,30.0,73.0,13.0
4589,2011-07-15,3,7,2,0,5,1,1,16,22,38,25.0,29.0,78.0,11.0
4590,2011-07-15,3,7,3,0,5,1,1,1,6,7,25.0,30.0,73.0,13.0
4591,2011-07-15,3,7,4,0,5,1,1,2,8,10,25.0,30.0,73.0,11.0
4592,2011-07-15,3,7,5,0,5,1,1,7,16,23,25.0,30.0,73.0,9.0
4593,2011-07-15,3,7,6,0,5,1,2,12,108,120,25.0,30.0,73.0,7.0
4594,2011-07-15,3,7,7,0,5,1,1,17,257,274,26.0,30.0,65.0,7.0
4595,2011-07-15,3,7,8,0,5,1,1,50,514,564,26.0,30.0,65.0,17.0
4596,2011-07-15,3,7,9,0,5,1,1,31,176,207,28.0,32.0,54.0,13.0
4597,2011-07-15,3,7,10,0,5,1,2,59,107,166,27.0,31.0,61.0,11.0
4598,2011-07-15,3,7,11,0,5,1,1,73,137,210,29.0,33.0,54.0,9.0
4599,2011-07-15,3,7,12,0,5,1,1,61,177,238,29.0,33.0,48.0,13.0
4600,2011-07-15,3,7,13,0,5,1,1,85,162,247,29.0,33.0,54.0,13.0
4601,2011-07-15,3,7,14,0,5,1,1,105,160,265,29.0,33.0,51.0,13.0
4602,2011-07-15,3,7,15,0,5,1,1,74,163,237,30.0,33.0,45.0,11.0
4603,2011-07-15,3,7,16,0,5,1,1,96,265,361,30.0,33.0,51.0,13.0
4604,2011-07-15,3,7,17,0,5,1,1,104,483,587,30.0,33.0,42.0,17.0
4605,2011-07-15,3,7,18,0,5,1,1,102,394,496,30.0,33.0,45.0,15.0
4606,2011-07-15,3,7,19,0,5,1,1,114,280,394,29.0,32.0,45.0,15.0
4607,2011-07-15,3,7,20,0,5,1,1,92,251,343,29.0,33.0,51.0,15.0
4608,2011-07-15,3,7,21,0,5,1,1,75,186,261,27.0,31.0,54.0,7.0
4609,2011-07-15,3,7,22,0,5,1,1,71,152,223,27.0,31.0,57.0,15.0
4610,2011-07-15,3,7,23,0,5,1,1,41,126,167,26.0,31.0,61.0,11.0
4611,2011-07-16,3,7,0,0,6,0,1,42,68,110,25.0,30.0,65.0,13.0
4612,2011-07-16,3,7,1,0,6,0,1,24,51,75,25.0,30.0,69.0,7.0
4613,2011-07-16,3,7,2,0,6,0,1,10,48,58,25.0,30.0,73.0,9.0
4614,2011-07-16,3,7,3,0,6,0,1,6,20,26,25.0,29.0,78.0,9.0
4615,2011-07-16,3,7,4,0,6,0,1,9,7,16,25.0,30.0,73.0,6.0
4616,2011-07-16,3,7,5,0,6,0,1,4,6,10,24.0,27.0,78.0,6.0
4617,2011-07-16,3,7,6,0,6,0,1,16,21,37,25.0,29.0,78.0,11.0
4618,2011-07-16,3,7,7,0,6,0,1,14,38,52,25.0,30.0,73.0,9.0
4619,2011-07-16,3,7,8,0,6,0,1,37,90,127,27.0,31.0,65.0,11.0
4620,2011-07-16,3,7,9,0,6,0,1,72,150,222,29.0,33.0,54.0,15.0
4621,2011-07-16,3,7,10,0,6,0,1,114,208,322,30.0,33.0,54.0,13.0
4622,2011-07-16,3,7,11,0,6,0,1,171,225,396,30.0,33.0,48.0,15.0
4623,2011-07-16,3,7,12,0,6,0,1,187,276,463,31.0,34.0,43.0,19.0
4624,2011-07-16,3,7,13,0,6,0,1,221,276,497,31.0,34.0,45.0,20.0
4625,2011-07-16,3,7,14,0,6,0,1,201,232,433,30.0,33.0,45.0,20.0
4626,2011-07-16,3,7,15,0,6,0,1,205,223,428,31.0,34.0,45.0,22.0
4627,2011-07-16,3,7,16,0,6,0,1,183,242,425,31.0,34.0,45.0,19.0
4628,2011-07-16,3,7,17,0,6,0,1,234,241,475,31.0,34.0,45.0,15.0
4629,2011-07-16,3,7,18,0,6,0,1,185,243,428,31.0,34.0,45.0,19.0
4630,2011-07-16,3,7,19,0,6,0,1,164,242,406,30.0,34.0,48.0,13.0
4631,2011-07-16,3,7,20,0,6,0,1,108,188,296,30.0,33.0,51.0,15.0
4632,2011-07-16,3,7,21,0,6,0,1,85,167,252,29.0,33.0,58.0,15.0
4633,2011-07-16,3,7,22,0,6,0,1,65,136,201,29.0,33.0,65.0,19.0
4634,2011-07-16,3,7,23,0,6,0,1,61,107,168,28.0,32.0,61.0,15.0
4635,2011-07-17,3,7,0,0,0,0,1,34,91,125,27.0,31.0,65.0,15.0
4636,2011-07-17,3,7,1,0,0,0,1,16,86,102,26.0,30.0,69.0,13.0
4637,2011-07-17,3,7,2,0,0,0,1,28,66,94,26.0,30.0,69.0,15.0
4638,2011-07-17,3,7,3,0,0,0,1,21,26,47,26.0,30.0,69.0,15.0
4639,2011-07-17,3,7,4,0,0,0,1,4,6,10,25.0,30.0,73.0,11.0
4640,2011-07-17,3,7,5,0,0,0,1,4,8,12,26.0,30.0,69.0,15.0
4641,2011-07-17,3,7,6,0,0,0,1,10,11,21,25.0,30.0,73.0,11.0
4642,2011-07-17,3,7,7,0,0,0,1,20,30,50,26.0,30.0,73.0,11.0
4643,2011-07-17,3,7,8,0,0,0,1,45,73,118,28.0,32.0,65.0,15.0
4644,2011-07-17,3,7,9,0,0,0,1,74,110,184,30.0,33.0,58.0,15.0
4645,2011-07-17,3,7,10,0,0,0,1,127,177,304,30.0,34.0,60.0,15.0
4646,2011-07-17,3,7,11,0,0,0,1,147,244,391,31.0,35.0,55.0,19.0
4647,2011-07-17,3,7,12,0,0,0,1,177,243,420,31.0,35.0,55.0,19.0
4648,2011-07-17,3,7,13,0,0,0,1,200,272,472,33.0,37.0,49.0,20.0
4649,2011-07-17,3,7,14,0,0,0,1,168,262,430,33.0,37.0,49.0,24.0
4650,2011-07-17,3,7,15,0,0,0,1,129,195,324,34.0,37.0,43.0,20.0
4651,2011-07-17,3,7,16,0,0,0,1,129,188,317,33.0,36.0,46.0,20.0
4652,2011-07-17,3,7,17,0,0,0,1,133,236,369,33.0,37.0,49.0,26.0
4653,2011-07-17,3,7,18,0,0,0,1,147,243,390,33.0,36.0,46.0,20.0
4654,2011-07-17,3,7,19,0,0,0,1,145,234,379,31.0,35.0,55.0,19.0
4655,2011-07-17,3,7,20,0,0,0,1,85,177,262,31.0,36.0,58.0,17.0
4656,2011-07-17,3,7,21,0,0,0,1,59,148,207,30.0,34.0,62.0,15.0
4657,2011-07-17,3,7,22,0,0,0,1,65,116,181,30.0,34.0,66.0,15.0
4658,2011-07-17,3,7,23,0,0,0,1,39,54,93,29.0,33.0,74.0,9.0
4659,2011-07-18,3,7,0,0,1,1,1,21,30,51,29.0,33.0,74.0,9.0
4660,2011-07-18,3,7,1,0,1,1,1,17,8,25,29.0,33.0,74.0,15.0
4661,2011-07-18,3,7,2,0,1,1,1,2,8,10,27.0,30.0,83.0,15.0
4662,2011-07-18,3,7,3,0,1,1,1,3,4,7,27.0,30.0,78.0,13.0
4663,2011-07-18,3,7,4,0,1,1,1,1,3,4,26.0,30.0,78.0,11.0
4664,2011-07-18,3,7,5,0,1,1,1,2,15,17,26.0,30.0,78.0,7.0
4665,2011-07-18,3,7,6,0,1,1,1,10,95,105,26.0,29.0,83.0,7.0
4666,2011-07-18,3,7,7,0,1,1,1,22,255,277,28.0,32.0,74.0,15.0
4667,2011-07-18,3,7,8,0,1,1,1,18,329,347,29.0,33.0,70.0,13.0
4668,2011-07-18,3,7,9,0,1,1,1,33,170,203,30.0,35.0,67.0,15.0
4669,2011-07-18,3,7,10,0,1,1,1,52,78,130,31.0,36.0,62.0,13.0
4670,2011-07-18,3,7,11,0,1,1,1,42,99,141,33.0,38.0,55.0,6.0
4671,2011-07-18,3,7,12,0,1,1,1,39,126,165,33.0,39.0,59.0,13.0
4672,2011-07-18,3,7,13,0,1,1,1,27,125,152,34.0,39.0,56.0,17.0
4673,2011-07-18,3,7,14,0,1,1,1,32,106,138,34.0,39.0,56.0,22.0
4674,2011-07-18,3,7,15,0,1,1,1,53,111,164,34.0,40.0,53.0,22.0
4675,2011-07-18,3,7,16,0,1,1,1,45,220,265,34.0,40.0,53.0,19.0
4676,2011-07-18,3,7,17,0,1,1,1,72,473,545,34.0,39.0,49.0,22.0
4677,2011-07-18,3,7,18,0,1,1,1,80,478,558,34.0,39.0,49.0,24.0
4678,2011-07-18,3,7,19,0,1,1,1,63,335,398,33.0,38.0,55.0,15.0
4679,2011-07-18,3,7,20,0,1,1,1,91,232,323,32.0,37.0,59.0,15.0
4680,2011-07-18,3,7,21,0,1,1,1,48,154,202,30.0,35.0,66.0,13.0
4681,2011-07-18,3,7,22,0,1,1,1,36,104,140,31.0,36.0,66.0,15.0
4682,2011-07-18,3,7,23,0,1,1,1,32,59,91,30.0,35.0,66.0,11.0
4683,2011-07-19,3,7,0,0,2,1,1,25,26,51,30.0,35.0,66.0,7.0
4684,2011-07-19,3,7,1,0,2,1,2,7,6,13,30.0,35.0,66.0,9.0
4685,2011-07-19,3,7,2,0,2,1,1,9,4,13,30.0,34.0,70.0,11.0
4686,2011-07-19,3,7,3,0,2,1,1,2,1,3,30.0,34.0,70.0,11.0
4687,2011-07-19,3,7,4,0,2,1,1,1,4,5,30.0,34.0,70.0,9.0
4688,2011-07-19,3,7,5,0,2,1,2,0,19,19,29.0,33.0,74.0,7.0
4689,2011-07-19,3,7,6,0,2,1,2,8,126,134,30.0,35.0,74.0,7.0
4690,2011-07-19,3,7,7,0,2,1,2,28,287,315,30.0,35.0,70.0,11.0
4691,2011-07-19,3,7,8,0,2,1,2,31,381,412,31.0,36.0,70.0,11.0
4692,2011-07-19,3,7,9,0,2,1,2,22,177,199,33.0,39.0,63.0,9.0
4693,2011-07-19,3,7,10,0,2,1,2,29,112,141,34.0,39.0,56.0,11.0
4694,2011-07-19,3,7,11,0,2,1,1,29,98,127,34.0,40.0,59.0,0.0
4695,2011-07-19,3,7,12,0,2,1,1,26,127,153,34.0,41.0,56.0,6.0
4696,2011-07-19,3,7,13,0,2,1,1,33,139,172,35.0,42.0,53.0,7.0
4697,2011-07-19,3,7,14,0,2,1,1,41,111,152,35.0,41.0,50.0,13.0
4698,2011-07-19,3,7,15,0,2,1,1,48,110,158,36.0,41.0,44.0,13.0
4699,2011-07-19,3,7,16,0,2,1,1,61,216,277,37.0,42.0,42.0,20.0
4700,2011-07-19,3,7,17,0,2,1,1,68,445,513,33.0,40.0,66.0,0.0
4701,2011-07-19,3,7,18,0,2,1,1,80,450,530,33.0,40.0,66.0,9.0
4702,2011-07-19,3,7,19,0,2,1,1,54,334,388,31.0,37.0,75.0,13.0
4703,2011-07-19,3,7,20,0,2,1,1,48,229,277,30.0,36.0,74.0,6.0
4704,2011-07-19,3,7,21,0,2,1,1,47,194,241,30.0,36.0,74.0,9.0
4705,2011-07-19,3,7,22,0,2,1,1,36,120,156,30.0,36.0,74.0,0.0
4706,2011-07-19,3,7,23,0,2,1,3,19,73,92,30.0,35.0,79.0,11.0
4707,2011-07-20,3,7,0,0,3,1,1,11,29,40,29.0,33.0,84.0,7.0
4708,2011-07-20,3,7,1,0,3,1,1,4,7,11,29.0,33.0,84.0,0.0
4709,2011-07-20,3,7,2,0,3,1,1,2,7,9,29.0,33.0,84.0,0.0
4710,2011-07-20,3,7,3,0,3,1,1,2,4,6,29.0,33.0,84.0,7.0
4711,2011-07-20,3,7,4,0,3,1,1,0,4,4,28.0,32.0,83.0,0.0
4712,2011-07-20,3,7,5,0,3,1,1,4,19,23,28.0,32.0,83.0,7.0
4713,2011-07-20,3,7,6,0,3,1,2,5,111,116,28.0,32.0,89.0,7.0
4714,2011-07-20,3,7,7,0,3,1,2,27,276,303,29.0,33.0,84.0,7.0
4715,2011-07-20,3,7,8,0,3,1,1,34,404,438,30.0,36.0,74.0,0.0
4716,2011-07-20,3,7,9,0,3,1,1,28,181,209,30.0,35.0,70.0,6.0
4717,2011-07-20,3,7,10,0,3,1,1,34,76,110,31.0,36.0,70.0,0.0
4718,2011-07-20,3,7,11,0,3,1,1,26,116,142,33.0,39.0,63.0,6.0
4719,2011-07-20,3,7,12,0,3,1,1,28,121,149,34.0,40.0,59.0,0.0
4720,2011-07-20,3,7,13,0,3,1,1,23,97,120,34.0,41.0,56.0,13.0
4721,2011-07-20,3,7,14,0,3,1,1,44,83,127,35.0,42.0,53.0,15.0
4722,2011-07-20,3,7,15,0,3,1,1,36,102,138,35.0,41.0,50.0,11.0
4723,2011-07-20,3,7,16,0,3,1,1,30,204,234,34.0,41.0,56.0,0.0
4724,2011-07-20,3,7,17,0,3,1,1,50,405,455,34.0,42.0,59.0,13.0
4725,2011-07-20,3,7,18,0,3,1,1,68,429,497,34.0,42.0,59.0,15.0
4726,2011-07-20,3,7,19,0,3,1,1,59,323,382,34.0,42.0,67.0,11.0
4727,2011-07-20,3,7,20,0,3,1,1,45,264,309,33.0,42.0,75.0,15.0
4728,2011-07-20,3,7,21,0,3,1,1,33,209,242,33.0,40.0,66.0,11.0
4729,2011-07-20,3,7,22,0,3,1,1,25,144,169,32.0,39.0,70.0,15.0
4730,2011-07-20,3,7,23,0,3,1,1,26,73,99,31.0,37.0,75.0,17.0
4731,2011-07-21,3,7,0,0,4,1,2,13,29,42,31.0,37.0,75.0,13.0
4732,2011-07-21,3,7,1,0,4,1,2,5,16,21,30.0,36.0,84.0,15.0
4733,2011-07-21,3,7,2,0,4,1,2,2,4,6,30.0,36.0,84.0,15.0
4734,2011-07-21,3,7,3,0,4,1,2,1,5,6,30.0,36.0,79.0,9.0
4735,2011-07-21,3,7,4,0,4,1,2,0,4,4,30.0,36.0,84.0,7.0
4736,2011-07-21,3,7,5,0,4,1,2,2,16,18,30.0,36.0,84.0,7.0
4737,2011-07-21,3,7,6,0,4,1,2,6,111,117,30.0,36.0,84.0,7.0
4738,2011-07-21,3,7,7,0,4,1,2,23,251,274,30.0,36.0,84.0,9.0
4739,2011-07-21,3,7,8,0,4,1,2,23,358,381,31.0,38.0,79.0,11.0
4740,2011-07-21,3,7,9,0,4,1,2,34,166,200,33.0,41.0,75.0,17.0
4741,2011-07-21,3,7,10,0,4,1,2,31,47,78,34.0,43.0,71.0,15.0
4742,2011-07-21,3,7,11,0,4,1,2,27,79,106,35.0,45.0,63.0,20.0
4743,2011-07-21,3,7,12,0,4,1,1,29,106,135,36.0,45.0,56.0,22.0
4744,2011-07-21,3,7,13,0,4,1,1,21,81,102,36.0,45.0,56.0,20.0
4745,2011-07-21,3,7,14,0,4,1,1,50,97,147,37.0,45.0,50.0,24.0
4746,2011-07-21,3,7,15,0,4,1,1,40,93,133,37.0,46.0,53.0,17.0
4747,2011-07-21,3,7,16,0,4,1,1,43,167,210,38.0,46.0,48.0,19.0
4748,2011-07-21,3,7,17,0,4,1,1,40,374,414,38.0,45.0,45.0,20.0
4749,2011-07-21,3,7,18,0,4,1,1,39,343,382,37.0,45.0,50.0,19.0
4750,2011-07-21,3,7,19,0,4,1,1,51,233,284,35.0,46.0,67.0,19.0
4751,2011-07-21,3,7,20,0,4,1,1,38,199,237,34.0,45.0,71.0,15.0
4752,2011-07-21,3,7,21,0,4,1,1,38,187,225,34.0,45.0,75.0,15.0
4753,2011-07-21,3,7,22,0,4,1,1,36,113,149,34.0,43.0,71.0,11.0
4754,2011-07-21,3,7,23,0,4,1,1,40,73,113,33.0,41.0,71.0,11.0
4755,2011-07-22,3,7,0,0,5,1,1,9,51,60,34.0,42.0,63.0,9.0
4756,2011-07-22,3,7,1,0,5,1,1,7,17,24,33.0,39.0,63.0,0.0
4757,2011-07-22,3,7,2,0,5,1,1,0,14,14,32.0,40.0,79.0,9.0
4758,2011-07-22,3,7,3,0,5,1,1,1,6,7,32.0,39.0,75.0,7.0
4759,2011-07-22,3,7,4,0,5,1,1,8,5,13,31.0,37.0,75.0,7.0
4760,2011-07-22,3,7,5,0,5,1,1,2,17,19,30.0,36.0,79.0,7.0
4761,2011-07-22,3,7,6,0,5,1,1,13,83,96,31.0,37.0,75.0,6.0
4762,2011-07-22,3,7,7,0,5,1,2,20,232,252,33.0,40.0,66.0,7.0
4763,2011-07-22,3,7,8,0,5,1,2,30,292,322,34.0,42.0,63.0,11.0
4764,2011-07-22,3,7,9,0,5,1,1,31,177,208,35.0,45.0,63.0,6.0
4765,2011-07-22,3,7,10,0,5,1,1,32,83,115,37.0,46.0,53.0,6.0
4766,2011-07-22,3,7,11,0,5,1,1,23,86,109,37.0,45.0,50.0,7.0
4767,2011-07-22,3,7,12,0,5,1,1,20,95,115,39.0,48.0,48.0,11.0
4768,2011-07-22,3,7,13,0,5,1,1,25,98,123,39.0,49.0,51.0,11.0
4769,2011-07-22,3,7,14,0,5,1,1,24,77,101,39.0,50.0,48.0,20.0
4770,2011-07-22,3,7,15,0,5,1,1,32,101,133,39.0,49.0,51.0,20.0
